   1    2   38.3762      0.0001
   1    3   20.9041      0.0007
   1    4   46.5228      0.0001
   1    5    9.5251      0.0035
   1    6   32.9286      0.0001
   1    7   19.3053      0.0003
   1    8   27.8013      0.0004
   1    9   31.5033      0.0001
   1   10   19.3028      0.0007
   1   11   45.3477      0.0001
   1   12   33.7633      0.0002
   1   13   51.2874      0.0001
   1   14   34.6818      0.0001
   1   15   29.0135      0.0004
   1   16   39.6862      0.0002
   1   17   32.0471      0.0004
   1   18   36.5553      0.0002
   1   19   45.8734      0.0001
   1   20   57.8821      0.0001
   1   21   34.3840      0.0002
   1   22   28.8276      0.0005
   1   23   18.7243      0.0027
   1   24   33.2677      0.0008
   1   25   39.5859      0.0001
   1   26   48.4344      0.0001
   1   27   34.6582      0.0006
   1   28   47.9539      0.0002
   1   29   39.6592      0.0005
   1   30   35.0190      0.0012
   1   31   28.8639      0.0008
   1   32   45.6208      0.0001
   1   33   85.3333      0.0000
   1   34  109.0168      0.0000
   1   35  101.9501      0.0000
   1   36  101.5786      0.0000
   1   37   92.7250      0.0000
   1   38   88.5088      0.0000
   1   39   60.1156      0.0001
   1   40   80.3708      0.0000
   2    3   27.3974      0.0002
   2    4   32.8466      0.0003
   2    5   37.0379      0.0001
   2    6   60.8089      0.0001
   2    7   53.6897      0.0001
   2    8   39.8172      0.0001
   2    9   63.0851      0.0001
   2   10   43.3810      0.0001
   2   11   25.7599      0.0005
   2   12   38.6395      0.0002
   2   13   20.0150      0.0004
   2   14   31.1439      0.0003
   2   15   55.3902      0.0001
   2   16   66.8495      0.0001
   2   17   63.0718      0.0001
   2   18   68.3192      0.0001
   2   19   76.9637      0.0001
   2   20   87.6946      0.0001
   2   21   57.6030      0.0001
   2   22   51.2686      0.0001
   2   23   40.4738      0.0001
   2   24   43.1749      0.0001
   2   25   21.1339      0.0007
   2   26   27.9422      0.0007
   2   27   54.3173      0.0001
   2   28   70.6636      0.0001
   2   29   58.7547      0.0001
   2   30   46.7033      0.0001
   2   31   49.3764      0.0001
   2   32   30.1693      0.0004
   2   33   65.5330      0.0001
   2   34   87.7203      0.0001
   2   35   77.9826      0.0001
   2   36   79.8975      0.0000
   2   37   69.9060      0.0001
   2   38   64.8140      0.0001
   2   39   34.7787      0.0002
   2   40   53.9299      0.0001
   3    4   46.2945      0.0001
   3    5   16.0632      0.0008
   3    6   37.3397      0.0001
   3    7   32.7859      0.0002
   3    8   24.0256      0.0009
   3    9   43.6784      0.0001
   3   10   27.2418      0.0024
   3   11   35.0018      0.0002
   3   12   33.8834      0.0009
   3   13   44.5086      0.0001
   3   14   38.1498      0.0002
   3   15   46.3699      0.0002
   3   16   57.5891      0.0001
   3   17   50.1081      0.0002
   3   18   52.1912      0.0001
   3   19   60.0082      0.0001
   3   20   71.3333      0.0001
   3   21   32.3801      0.0001
   3   22   25.5271      0.0003
   3   23   20.9275      0.0004
   3   24   20.4547      0.0013
   3   25   24.9928      0.0003
   3   26   36.7248      0.0002
   3   27   33.6854      0.0003
   3   28   48.6858      0.0001
   3   29   38.7409      0.0003
   3   30   25.8651      0.0014
   3   31   26.9767      0.0004
   3   32   38.6588      0.0002
   3   33   83.0861      0.0001
   3   34  105.8884      0.0000
   3   35   97.7473      0.0000
   3   36   99.1420      0.0000
   3   37   88.5415      0.0000
   3   38   85.7362      0.0000
   3   39   54.8458      0.0001
   3   40   72.5827      0.0001
   4    5   49.8367      0.0001
   4    6   72.3065      0.0001
   4    7   60.4044      0.0001
   4    8   56.0489      0.0001
   4    9   70.6541      0.0001
   4   10   50.3237      0.0001
   4   11   49.0784      0.0002
   4   12   50.0239      0.0001
   4   13   35.3065      0.0003
   4   14   22.3337      0.0005
   4   15   43.8612      0.0001
   4   16   51.9066      0.0001
   4   17   59.5851      0.0001
   4   18   68.6130      0.0001
   4   19   76.6268      0.0001
   4   20   85.4252      0.0000
   4   21   72.0222      0.0001
   4   22   65.2054      0.0001
   4   23   50.9674      0.0001
   4   24   60.9527      0.0001
   4   25   39.9641      0.0002
   4   26   39.6266      0.0002
   4   27   63.1959      0.0001
   4   28   76.7946      0.0001
   4   29   66.5886      0.0001
   4   30   60.9311      0.0001
   4   31   60.3151      0.0001
   4   32   30.1633      0.0004
   4   33   43.5025      0.0001
   4   34   70.1899      0.0001
   4   35   62.4610      0.0001
   4   36   60.8820      0.0001
   4   37   51.5500      0.0001
   4   38   46.5121      0.0001
   4   39   21.6726      0.0004
   4   40   44.3403      0.0001
   5    6   28.4056      0.0002
   5    7   20.2582      0.0004
   5    8   24.5025      0.0005
   5    9   31.9671      0.0002
   5   10   22.4910      0.0011
   5   11   44.1506      0.0001
   5   12   35.5139      0.0003
   5   13   51.6905      0.0001
   5   14   39.7875      0.0001
   5   15   36.5631      0.0003
   5   16   47.1742      0.0002
   5   17   37.9718      0.0004
   5   18   40.9967      0.0002
   5   19   48.7414      0.0001
   5   20   60.3638      0.0001
   5   21   27.7084      0.0002
   5   22   23.3644      0.0006
   5   23   16.9476      0.0016
   5   24   27.4662      0.0010
   5   25   36.2824      0.0001
   5   26   46.1795      0.0001
   5   27   31.3794      0.0005
   5   28   44.2192      0.0002
   5   29   36.5110      0.0004
   5   30   29.6928      0.0018
   5   31   24.3784      0.0009
   5   32   45.5016      0.0001
   5   33   87.1270      0.0000
   5   34  109.9659      0.0000
   5   35  102.6198      0.0000
   5   36  103.1652      0.0000
   5   37   93.6471      0.0000
   5   38   90.3736      0.0000
   5   39   61.0102      0.0001
   5   40   79.7997      0.0000
   6    7   20.3087      0.0004
   6    8   33.3443      0.0002
   6    9   18.8375      0.0017
   6   10   38.2467      0.0002
   6   11   57.4131      0.0001
   6   12   48.7691      0.0001
   6   13   73.1597      0.0000
   6   14   62.6446      0.0001
   6   15   54.2493      0.0001
   6   16   63.4069      0.0001
   6   17   48.9765      0.0001
   6   18   41.1332      0.0002
   6   19   43.2503      0.0002
   6   20   50.5978      0.0002
   6   21   16.4045      0.0006
   6   22   26.6465      0.0002
   6   23   37.4193      0.0001
   6   24   41.3382      0.0001
   6   25   59.0635      0.0001
   6   26   69.2622      0.0001
   6   27   41.4990      0.0001
   6   28   43.5964      0.0002
   6   29   46.1390      0.0001
   6   30   45.9514      0.0001
   6   31   36.1450      0.0002
   6   32   69.3595      0.0001
   6   33  106.9947      0.0000
   6   34  128.2046      0.0000
   6   35  121.8091      0.0000
   6   36  122.2319      0.0000
   6   37  113.8272      0.0000
   6   38  110.5809      0.0000
   6   39   83.8559      0.0000
   6   40  101.2821      0.0000
   7    8   30.0838      0.0003
   7    9   17.4553      0.0006
   7   10   22.8854      0.0004
   7   11   53.5697      0.0001
   7   12   38.8422      0.0002
   7   13   64.9471      0.0001
   7   14   48.6651      0.0001
   7   15   36.5999      0.0001
   7   16   46.3315      0.0001
   7   17   32.5369      0.0003
   7   18   27.9766      0.0004
   7   19   31.9129      0.0002
   7   20   43.9605      0.0001
   7   21   27.4341      0.0007
   7   22   28.2491      0.0011
   7   23   30.6408      0.0003
   7   24   41.8271      0.0003
   7   25   54.0751      0.0001
   7   26   62.7711      0.0001
   7   27   37.0984      0.0004
   7   28   41.7751      0.0003
   7   29   42.0049      0.0004
   7   30   44.0325      0.0004
   7   31   31.8266      0.0008
   7   32   60.3116      0.0001
   7   33   96.8634      0.0000
   7   34  119.2449      0.0000
   7   35  113.1763      0.0000
   7   36  112.5072      0.0000
   7   37  104.7331      0.0000
   7   38  100.7477      0.0000
   7   39   74.3718      0.0000
   7   40   93.6603      0.0000
   8    9   31.6136      0.0002
   8   10   21.1768      0.0011
   8   11   27.5208      0.0002
   8   12   19.4752      0.0009
   8   13   48.0858      0.0001
   8   14   41.3169      0.0001
   8   15   49.2610      0.0001
   8   16   58.2859      0.0001
   8   17   45.3676      0.0002
   8   18   44.8926      0.0002
   8   19   53.7852      0.0001
   8   20   64.6299      0.0001
   8   21   35.3030      0.0002
   8   22   37.4049      0.0003
   8   23   40.0682      0.0002
   8   24   37.0287      0.0006
   8   25   45.5517      0.0002
   8   26   56.7689      0.0001
   8   27   51.4980      0.0002
   8   28   61.0089      0.0002
   8   29   56.6712      0.0002
   8   30   45.9337      0.0005
   8   31   44.4347      0.0003
   8   32   56.9656      0.0001
   8   33   92.8511      0.0001
   8   34  113.4271      0.0001
   8   35  105.2616      0.0000
   8   36  106.4725      0.0000
   8   37   99.3157      0.0000
   8   38   93.0694      0.0000
   8   39   68.2914      0.0001
   8   40   87.1376      0.0001
   9   10   26.9792      0.0002
   9   11   56.3828      0.0001
   9   12   39.5978      0.0001
   9   13   71.8865      0.0000
   9   14   56.7352      0.0001
   9   15   43.1172      0.0001
   9   16   50.8148      0.0001
   9   17   34.3016      0.0002
   9   18   25.2839      0.0003
   9   19   29.6832      0.0003
   9   20   39.6077      0.0002
   9   21   31.4512      0.0006
   9   22   38.8111      0.0003
   9   23   44.1449      0.0001
   9   24   52.1246      0.0001
   9   25   65.7349      0.0001
   9   26   75.0353      0.0001
   9   27   52.1736      0.0002
   9   28   54.4732      0.0002
   9   29   56.7645      0.0002
   9   30   56.5347      0.0002
   9   31   46.7815      0.0002
   9   32   72.7557      0.0001
   9   33  106.2928      0.0000
   9   34  127.3196      0.0000
   9   35  121.1210      0.0000
   9   36  120.7089      0.0000
   9   37  114.3097      0.0000
   9   38  109.0322      0.0000
   9   39   85.1200      0.0000
   9   40  104.0971      0.0000
  10   11   39.7456      0.0002
  10   12   20.6163      0.0005
  10   13   51.0657      0.0001
  10   14   32.9931      0.0001
  10   15   30.2489      0.0002
  10   16   39.4409      0.0001
  10   17   28.1274      0.0003
  10   18   28.5960      0.0002
  10   19   39.7503      0.0001
  10   20   52.1875      0.0001
  10   21   42.6973      0.0002
  10   22   40.1715      0.0006
  10   23   35.5333      0.0005
  10   24   42.3288      0.0012
  10   25   48.2579      0.0002
  10   26   57.4001      0.0001
  10   27   48.3477      0.0004
  10   28   58.1598      0.0002
  10   29   53.4562      0.0004
  10   30   47.0232      0.0013
  10   31   42.3149      0.0007
  10   32   54.3426      0.0001
  10   33   88.3073      0.0001
  10   34  110.3305      0.0000
  10   35  103.3509      0.0000
  10   36  102.7312      0.0000
  10   37   96.5113      0.0000
  10   38   89.8944      0.0000
  10   39   65.9092      0.0001
  10   40   86.5391      0.0000
  11   12   25.7983      0.0005
  11   13   29.0434      0.0002
  11   14   39.3732      0.0002
  11   15   62.4629      0.0001
  11   16   72.0658      0.0001
  11   17   64.5926      0.0001
  11   18   66.0254      0.0001
  11   19   75.0082      0.0001
  11   20   85.3734      0.0001
  11   21   56.7803      0.0001
  11   22   55.4070      0.0001
  11   23   54.5834      0.0001
  11   24   47.9948      0.0001
  11   25   41.9286      0.0002
  11   26   51.5693      0.0002
  11   27   66.4403      0.0001
  11   28   79.3967      0.0001
  11   29   71.2833      0.0001
  11   30   57.3417      0.0001
  11   31   60.4669      0.0001
  11   32   53.8123      0.0002
  11   33   83.1772      0.0001
  11   34  102.3644      0.0001
  11   35   92.7290      0.0001
  11   36   95.0579      0.0001
  11   37   88.1955      0.0001
  11   38   79.7868      0.0001
  11   39   56.1595      0.0001
  11   40   75.1604      0.0001
  12   13   42.8088      0.0001
  12   14   31.7843      0.0002
  12   15   44.7390      0.0001
  12   16   52.7894      0.0001
  12   17   42.7533      0.0001
  12   18   44.3643      0.0001
  12   19   54.9419      0.0001
  12   20   66.0797      0.0001
  12   21   52.4652      0.0001
  12   22   51.0680      0.0002
  12   23   49.2066      0.0002
  12   24   49.7696      0.0004
  12   25   50.1936      0.0002
  12   26   59.6598      0.0002
  12   27   62.6760      0.0002
  12   28   72.5139      0.0001
  12   29   67.4911      0.0002
  12   30   57.8170      0.0003
  12   31   55.9965      0.0002
  12   32   58.1494      0.0001
  12   33   87.2177      0.0001
  12   34  107.7189      0.0000
  12   35   99.7254      0.0000
  12   36   99.8979      0.0000
  12   37   94.6707      0.0000
  12   38   86.3070      0.0000
  12   39   64.2885      0.0001
  12   40   84.7665      0.0001
  13   14   31.9493      0.0002
  13   15   61.5390      0.0001
  13   16   70.6271      0.0001
  13   17   68.7043      0.0001
  13   18   75.4485      0.0001
  13   19   84.8173      0.0001
  13   20   94.8242      0.0000
  13   21   72.2054      0.0001
  13   22   67.6376      0.0001
  13   23   57.6876      0.0001
  13   24   60.1817      0.0001
  13   25   38.7479      0.0002
  13   26   42.2725      0.0002
  13   27   70.6938      0.0001
  13   28   85.9899      0.0001
  13   29   75.0292      0.0001
  13   30   64.0419      0.0001
  13   31   66.3381      0.0001
  13   32   43.0498      0.0002
  13   33   59.6590      0.0001
  13   34   80.3919      0.0001
  13   35   69.7161      0.0001
  13   36   71.9664      0.0001
  13   37   64.1626      0.0001
  13   38   55.2275      0.0001
  13   39   32.6023      0.0003
  13   40   51.9507      0.0001
  14   15   32.1920      0.0001
  14   16   41.9010      0.0001
  14   17   44.6596      0.0001
  14   18   54.4149      0.0001
  14   19   64.3175      0.0001
  14   20   74.5344      0.0000
  14   21   64.5583      0.0001
  14   22   59.3515      0.0001
  14   23   45.6566      0.0001
  14   24   55.5408      0.0001
  14   25   41.8626      0.0002
  14   26   45.1435      0.0002
  14   27   60.2791      0.0001
  14   28   74.4970      0.0001
  14   29   64.3196      0.0001
  14   30   58.4567      0.0002
  14   31   56.3739      0.0001
  14   32   37.5879      0.0003
  14   33   62.2682      0.0001
  14   34   86.8742      0.0000
  14   35   78.7037      0.0000
  14   36   77.5740      0.0000
  14   37   70.5605      0.0001
  14   38   62.7655      0.0000
  14   39   38.0132      0.0001
  14   40   61.1167      0.0001
  15   16   15.1205      0.0003
  15   17   21.3233      0.0002
  15   18   31.4456      0.0001
  15   19   40.2382      0.0001
  15   20   50.6984      0.0001
  15   21   58.2188      0.0001
  15   22   52.8773      0.0002
  15   23   39.6246      0.0004
  15   24   58.9778      0.0002
  15   25   58.4077      0.0001
  15   26   62.1365      0.0001
  15   27   52.8332      0.0003
  15   28   65.4112      0.0001
  15   29   56.9391      0.0002
  15   30   58.4651      0.0003
  15   31   50.4917      0.0003
  15   32   51.8987      0.0001
  15   33   80.1651      0.0000
  15   34  103.9535      0.0000
  15   35   98.6303      0.0000
  15   36   95.6838      0.0000
  15   37   90.2248      0.0000
  15   38   84.1460      0.0000
  15   39   61.2545      0.0001
  15   40   82.6580      0.0001
  16   17   21.0370      0.0002
  16   18   33.2450      0.0001
  16   19   41.7883      0.0001
  16   20   50.0127      0.0000
  16   21   67.6086      0.0001
  16   22   62.7496      0.0001
  16   23   51.0292      0.0002
  16   24   70.4294      0.0001
  16   25   70.3469      0.0001
  16   26   73.8640      0.0001
  16   27   63.3128      0.0001
  16   28   74.6780      0.0001
  16   29   67.3795      0.0001
  16   30   69.7842      0.0002
  16   31   60.7354      0.0002
  16   32   63.4292      0.0001
  16   33   82.2964      0.0000
  16   34  104.8338      0.0000
  16   35  100.2406      0.0000
  16   36   96.6852      0.0000
  16   37   92.8131      0.0000
  16   38   86.2708      0.0000
  16   39   67.5512      0.0001
  16   40   88.1175      0.0000
  17   18   15.8832      0.0002
  17   19   28.1436      0.0001
  17   20   38.5731      0.0001
  17   21   54.9162      0.0002
  17   22   52.1621      0.0004
  17   23   45.6493      0.0004
  17   24   62.5809      0.0002
  17   25   66.8951      0.0001
  17   26   72.2224      0.0001
  17   27   58.1181      0.0003
  17   28   65.5192      0.0002
  17   29   62.5309      0.0003
  17   30   63.6539      0.0003
  17   31   53.5463      0.0005
  17   32   66.4860      0.0001
  17   33   94.4343      0.0000
  17   34  115.5362      0.0000
  17   35  110.5464      0.0000
  17   36  108.1572      0.0000
  17   37  104.3138      0.0000
  17   38   97.3685      0.0000
  17   39   76.8958      0.0001
  17   40   97.4317      0.0000
  18   19   15.4945      0.0002
  18   20   29.8224      0.0001
  18   21   49.6793      0.0002
  18   22   50.5829      0.0003
  18   23   49.2945      0.0002
  18   24   62.4374      0.0002
  18   25   71.3393      0.0001
  18   26   78.7565      0.0001
  18   27   58.3840      0.0002
  18   28   61.8124      0.0002
  18   29   62.4106      0.0002
  18   30   65.1543      0.0002
  18   31   54.6471      0.0002
  18   32   74.0660      0.0001
  18   33  103.2493      0.0000
  18   34  124.4869      0.0000
  18   35  119.5680      0.0000
  18   36  117.4173      0.0000
  18   37  112.8530      0.0000
  18   38  106.7538      0.0000
